_event_id,_day_of_week,_start_time,_end_time,_weeks,_break_mins,_spanName,_event_catName,_tag1,_tag2,_capacity_req,_deptName,_global_event,_protected,_suspended,_grouping_id,_registers_req,_lock,_resType,_resName,_resWeeks,_layoutName,_scheduling_status,_quantity
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 415,,,,
90,Fri,16:00,17:00,5-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
54,Wed,08:00,13:00,"3,5,7",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3868,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS1,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS2,,,,
55,Fri,15:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 3101,,,,
,,,,,,,,,,,,,,,,,,Room,FFA FPL,,,,
115,Mon,14:00,16:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1026,,,,
,,,,,,,,,,,,,,,,,,Room,LRC West Lab,,,,
177,Wed,11:00,13:00,"4,6,8,10,12,14",,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 1001,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA FPL,,,,
179,Wed,12:00,14:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1027,,,,
,,,,,,,,,,,,,,,,,,Room,LRC East Lab,,,,
180,Tue,13:00,15:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1025,,,,
,,,,,,,,,,,,,,,,,,Room,LRC West Lab,,,,
156,Wed,13:00,18:00,"3,5,7,9,11,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOC 2069,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 214,,,,
171,Wed,13:00,18:00,"3,5,7,9,11,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3363,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS3,,,,
175,Wed,13:00,18:00,"3,9,11,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3063,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 212,,,,
194,Wed,13:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3660,,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3670,,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3671,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CAL,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL3,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL4,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL5,,,,
196,Wed,13:00,17:00,3-12,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1221,,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1222,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 416,,,,
,,,,,,,,,,,,,,,,,,Room,FST 425,,,,
,,,,,,,,,,,,,,,,,,Room,FST 429,,,,
202,Fri,13:00,17:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CLB,,,,
152,Wed,13:00,18:00,"4,6,8,10",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 2262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA D,,,,
162,Wed,14:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2672,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL3,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL4,,,,
163,Wed,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3159,,,,
,,,,,,,,,,,,,,,,,,Room,FST East Room,,,,
164,Tue,18:00,19:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL1,,,,
165,Wed,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3155,,,,
,,,,,,,,,,,,,,,,,,Room,FST Materials Science,,,,
168,Wed,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3166,,,,
,,,,,,,,,,,,,,,,,,Room,FST Materials Science,,,,
122,Wed,12:00,14:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOG 1231,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
138,Wed,12:00,14:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGEX 3004,,,,
,,,,,,,,,,,,,,,,,,Room,FST 113,,,,
140,Fri,12:00,14:00,"2-9,11-14",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGEX 3004,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 113,,,,
223,Thu,10:00,13:00,"4,6,8,10,12,14",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,OPTM 2011,,,,
,,,,,,,,,,,,,,,,,,Room,Optometry Clinic,,,,
229,Fri,10:00,12:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGEX 2001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B,,,,
230,Fri,12:00,16:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOG 2010,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Agriculture Computer Laboratory,,,,
192,Wed,13:00,17:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1070,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL1,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
206,Wed,14:00,18:00,"2-3,5,7-9,11-14",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOG 2011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
213,Wed,10:00,13:00,"3,5,7,9,11,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,OPTM 2072,,,,
214,Fri,17:00,19:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2500,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL2,,,,
268,Mon,10:00,11:00,5-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,,,
279,Mon,14:00,16:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 3003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA FPL,,,,
243,Fri,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3160,,,,
,,,,,,,,,,,,,,,,,,Room,FST Medical Physics,,,,
245,Tue,17:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL1,,,,
247,Thu,09:00,11:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 3008,,,,
,,,,,,,,,,,,,,,,,,Room,FFA FPL,,,,
304,Fri,13:00,16:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CAPE BIOL,,,,
,,,,,,,,,,,,,,,,,,Room,FFA D 2 (Food Laboratory),,,,
308,Sat,08:00,12:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CLB,,,,
326,Fri,09:00,13:00,"3,5,7,9,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3769,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 212,,,,
297,Sat,08:00,12:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 415,,,,
,,,,,,,,,,,,,,,,,,Room,FST 424,,,,
298,Wed,14:00,16:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1026,,,,
,,,,,,,,,,,,,,,,,,Room,LRC West Lab,,,,
334,Mon,11:00,12:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL2,,,,
337,Wed,16:00,18:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HORT 2002,,,,
,,,,,,,,,,,,,,,,,,Room,FFA FPL,,,,
353,Fri,09:00,11:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGLS 3000,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA FPL,,,,
354,Wed,11:00,13:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 2700,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2415,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL2,,,,
360,Mon,14:00,16:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,GEOG 1231,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
373,Fri,08:00,12:00,"3,5-9,11-12",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,OPTM 1041,,,,
374,Fri,13:00,16:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CAPE PHYS,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 415,,,,
375,Fri,13:00,18:00,"4,6,8,10",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 2262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS1,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS2,,,,
555,Thu,14:00,18:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 0100,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS1,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS2,,,,
548,Thu,16:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGEX 3003,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
552,Tue,12:00,14:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1026,,,,
,,,,,,,,,,,,,,,,,,Room,LRC East Lab,,,,
560,Thu,13:00,16:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CAPE CHEM,,,,
,,,,,,,,,,,,,,,,,,Room,FST CLB,,,,
561,Mon,16:00,17:00,5-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA E,,,,
565,Thu,13:00,17:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 415,,,,
,,,,,,,,,,,,,,,,,,Room,FST 424,,,,
607,Fri,14:00,16:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,VART 1404,,,,
,,,,,,,,,,,,,,,,,,Room,FFA X,,,,
572,Fri,13:00,17:00,3-12,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1221,,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1222,,,,
,,,,,,,,,,,,,,,,,,Room,FST 416,,,,
,,,,,,,,,,,,,,,,,,Room,FST 425,,,,
,,,,,,,,,,,,,,,,,,Room,FST 429,,,,
584,Mon,09:00,11:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1027,,,,
,,,,,,,,,,,,,,,,,,Room,LRC East Lab,,,,
662,Tue,09:00,13:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS1,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS2,,,,
671,Thu,08:00,10:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGSL 3010,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soils Physics Lab,,,,
672,Thu,18:00,20:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HUEC 3005,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,Conference Room,,
624,Mon,08:00,11:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CAPE BIOL,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS1,,,,
681,Fri,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 2155,,,,
,,,,,,,,,,,,,,,,,,Room,FST 325 Radiation Laboratory,,,,
417,Fri,08:00,09:00,"5-6,10-14",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA B1,,,,
418,Fri,14:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2672,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL3,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL4,,,,
430,Mon,12:00,13:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL2,,,,
433,Mon,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3160,,,,
,,,,,,,,,,,,,,,,,,Room,FST Medical Physics,,,,
445,Mon,13:00,17:00,3-12,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1221,,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1222,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 416,,,,
,,,,,,,,,,,,,,,,,,Room,FST 425,,,,
,,,,,,,,,,,,,,,,,,Room,FST 429,,,,
449,Mon,14:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2672,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL3,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL4,,,,
404,Fri,13:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3660,,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3670,,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 3671,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CAL,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL3,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL4,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL5,,,,
408,Sat,13:00,17:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CLB,,,,
399,Mon,12:00,14:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 3011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA FPL,,,,
386,Fri,12:00,14:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 2300,,,,
,,,,,,,,,,,,,,,,,,Module,INFO 2430,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL2,,,,
501,Mon,09:00,11:00,"6,8,10,12",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1012,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
506,Fri,13:00,18:00,"3,5,7,9,11,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3970,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS1,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS2,,,,
507,Mon,14:00,18:00,"3,5,7,9,11,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 1262,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA D,,,,
520,Mon,14:00,18:00,"4,6,8,10,12,14",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HUEC 2000,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS3,,,,
521,Mon,15:00,16:00,5-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST C2,,,,
527,Tue,13:00,18:00,"6,8,10",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3070,,,,
,,,,,,,,,,,,,,,,,,Room,FST 212,,,,
529,Thu,16:00,17:00,5-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA W,,,,
486,Mon,13:00,18:00,"4,6,8,10,12,14",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3773,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 212,,,,
487,Mon,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 2155,,,,
,,,,,,,,,,,,,,,,,,Room,FST 325 Radiation Laboratory,,,,
473,Mon,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3163,,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3202,,,,
,,,,,,,,,,,,,,,,,,Room,FST Materials Science,,,,
478,Mon,09:00,11:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1025,,,,
,,,,,,,,,,,,,,,,,,Room,LRC West Lab,,,,
454,Mon,13:00,18:00,"3,5,7,9,11,13",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOC 3062,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 214,,,,
462,Mon,13:00,17:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1070,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL1,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
468,Fri,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3163,,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3202,,,,
,,,,,,,,,,,,,,,,,,Room,FST Materials Science,,,,
757,Tue,11:00,13:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,HUEC 2001,,,,
,,,,,,,,,,,,,,,,,,Room,FFA D,,,,
768,Tue,11:00,12:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL2,,,,
707,Fri,13:00,17:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1070,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL1,,,,
716,Tue,09:00,11:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COCR 1026,,,,
,,,,,,,,,,,,,,,,,,Room,LRC West Lab,,,,
733,Thu,08:00,12:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 0100,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 415,,,,
,,,,,,,,,,,,,,,,,,Room,FST 424,,,,
825,Tue,12:00,13:00,2-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,COMP 1011,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CSL2,,,,
807,Wed,16:00,17:00,5-14,,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1003,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA C,,,,
819,Mon,13:00,17:00,9-10,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,OPTM 1062,,,,
837,Tue,13:00,17:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 3159,,,,
,,,,,,,,,,,,,,,,,,Room,FST East Room,,,,
838,Tue,13:00,18:00,"4,6,8,10,12",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3469,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST LS3,,,,
841,Wed,16:00,18:00,"6,8,10,12",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1012,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FFA Soil Chemistry Lab,,,,
843,Tue,13:00,15:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGEX 2001,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,TCB 32,,,,
846,Fri,12:00,14:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGCP 2000,,,,
852,Tue,13:00,18:00,"2,4,6,8,10,12",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,BIOL 3369,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Staff,_FSA,,,,
,,,,,,,,,,,,,,,,,,Room,FST Biotechnology Teaching Lab,,,,
859,Tue,13:00,17:00,3-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 1070,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL1,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
861,Tue,13:00,17:00,3-12,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1221,,,,
,,,,,,,,,,,,,,,,,,Module,PHYS 1222,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST 416,,,,
,,,,,,,,,,,,,,,,,,Room,FST 425,,,,
,,,,,,,,,,,,,,,,,,Room,FST 429,,,,
864,Tue,14:00,18:00,2-14,0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,CHEM 2672,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL2,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL3,,,,
,,,,,,,,,,,,,,,,,,Room,FST CL4,,,,
870,Wed,14:00,16:00,"6,8,10,12",0,,Lab,,,,,N,N,N,,,
,,,,,,,,,,,,,,,,,,Module,AGRI 1012,,,,
,,,,,,,,,,,,,,,,,,Group,FST,,,,
